,order_id,city,cuisine,day,order_hour,quantity,distance_km,order_value,delivery_time_min,payment,rating,tip,was_late,value_per_item
534,ORD10204,Delhi,South Indian,Thu,13,3,3.4,373,25,UPI,4.0,0.0,No,124.33
535,ORD10527,Hyderabad,Chinese,Fri,20,3,2.0,599,17,Card,4.0,25.0,No,199.67
536,ORD10570,Hyderabad,Burger,Sat,1,3,3.7,484,25,UPI,,0.0,No,161.33
537,ORD10560,Bangalore,Burger,Fri,22,5,1.5,944,15,Card,,35.0,No,188.8
538,ORD10225,Mumbai,South Indian,Mon,22,1,4.4,124,27,UPI,4.0,0.0,No,124.0
539,ORD10210,Hyderabad,Biryani,Sun,18,5,5.4,1427,32,UPI,4.0,15.0,No,285.4
540,ORD10566,Bangalore,Biryani,Sun,0,3,3.3,1027,21,Card,5.0,40.0,No,342.33
541,ORD10498,Mumbai,Chinese,Mon,20,3,1.8,596,28,UPI,5.0,0.0,No,198.67
542,ORD10307,Bangalore,Pizza,Mon,21,2,6.8,431,42,UPI,2.0,30.0,Yes,215.5
543,ORD10170,Bangalore,South Indian,Fri,16,3,6.7,364,37,UPI,5.0,40.0,No,121.33
544,ORD10367,Hyderabad,Biryani,Fri,16,8,3.7,2254,19,Card,5.0,0.0,No,281.75
545,ORD10355,Pune,Burger,Thu,19,4,1.2,679,20,Card,,0.0,No,169.75
546,ORD10577,Bangalore,South Indian,Sat,20,1,1.6,225,29,Card,5.0,50.0,No,225.0
547,ORD10414,Delhi,Burger,Sun,23,3,10.7,557,43,UPI,4.0,20.0,Yes,185.67
548,ORD10231,Pune,Chinese,Sun,14,4,4.2,950,18,UPI,4.0,15.0,No,237.5
549,ORD10047,Bangalore,Chinese,Sun,20,2,1.8,453,29,Card,5.0,0.0,No,226.5
550,ORD10501,Hyderabad,Pizza,Fri,12,1,3.4,215,20,UPI,4.0,35.0,No,215.0
551,ORD10241,Delhi,Pizza,Fri,13,1,5.0,252,33,UPI,5.0,15.0,No,252.0
552,ORD10400,Bangalore,Burger,Fri,19,1,4.8,170,23,UPI,4.0,40.0,No,170.0
553,ORD10248,Pune,South Indian,Thu,21,2,12.4,267,44,UPI,3.0,25.0,Yes,133.5
554,ORD10456,Pune,Burger,Thu,18,2,5.7,400,25,UPI,5.0,40.0,No,200.0
555,ORD10206,Delhi,Burger,Thu,14,1,2.5,188,12,UPI,2.0,0.0,No,188.0
556,ORD10372,Pune,Biryani,Sat,0,3,5.0,882,17,UPI,,0.0,No,294.0
557,ORD10109,Bangalore,Biryani,Fri,1,2,3.3,392,25,UPI,5.0,45.0,No,196.0
558,ORD10220,Pune,South Indian,Sun,12,2,1.2,370,22,UPI,4.0,15.0,No,185.0
559,ORD10291,Mumbai,Biryani,Fri,20,3,3.4,655,28,UPI,4.0,25.0,No,218.33
560,ORD10002,Bangalore,Chinese,Sat,21,2,2.3,447,31,Card,5.0,0.0,No,223.5
561,ORD10329,Hyderabad,Biryani,Fri,2,2,4.5,551,21,UPI,2.0,40.0,No,275.5
562,ORD10508,Pune,Pizza,Tue,18,4,2.5,981,25,Cash,,20.0,No,245.25
563,ORD10569,Delhi,Chinese,Mon,14,5,2.4,942,17,UPI,5.0,0.0,No,188.4
564,ORD10553,Mumbai,South Indian,Sat,22,1,3.5,225,33,Cash,4.0,25.0,No,225.0
565,ORD10404,Pune,Biryani,Fri,23,1,2.2,196,16,UPI,5.0,30.0,No,196.0
566,ORD10537,Bangalore,Pizza,Fri,20,4,6.8,853,37,UPI,4.0,40.0,No,213.25
567,ORD10262,Bangalore,South Indian,Sat,12,2,5.5,342,36,UPI,,30.0,No,171.0
568,ORD10389,Bangalore,South Indian,Sun,17,3,1.4,404,22,UPI,3.0,50.0,No,134.67
569,ORD10145,Hyderabad,South Indian,Sat,22,3,5.9,465,33,UPI,4.0,30.0,No,155.0
570,ORD10441,Delhi,Chinese,Sun,19,3,2.0,640,18,UPI,3.0,25.0,No,213.33
571,ORD10187,Delhi,Burger,Sun,18,2,6.5,451,29,UPI,5.0,25.0,No,225.5
572,ORD10053,Mumbai,Pizza,Fri,1,1,1.1,238,12,UPI,5.0,45.0,No,238.0
573,ORD10356,Delhi,South Indian,Mon,14,2,5.0,210,32,UPI,5.0,0.0,No,105.0
574,ORD10246,Pune,Biryani,Sun,19,5,3.5,1464,31,UPI,5.0,45.0,No,292.8
575,ORD10041,Delhi,South Indian,Sun,22,1,5.2,195,35,Card,,20.0,No,195.0
576,ORD10435,Pune,Desserts,Sun,13,1,2.2,243,29,Card,5.0,35.0,No,243.0
577,ORD10576,Pune,Biryani,Wed,14,1,5.1,239,35,Cash,3.0,0.0,No,239.0
578,ORD10183,Hyderabad,Biryani,Sun,23,2,4.8,524,28,Card,,15.0,No,262.0
579,ORD10493,Delhi,South Indian,Thu,13,2,6.0,262,30,Card,4.0,0.0,No,131.0
580,ORD10600,Pune,Biryani,Mon,3,1,1.4,265,8,Card,,35.0,No,265.0
581,ORD10059,Pune,Biryani,Sun,20,3,6.8,797,35,Card,4.0,40.0,No,265.67
582,ORD10444,Bangalore,Desserts,Sat,12,2,1.4,427,22,UPI,4.0,60.0,No,213.5
583,ORD10361,Bangalore,Chinese,Sat,14,1,8.7,274,47,UPI,2.0,30.0,Yes,274.0
584,ORD10050,Bangalore,Pizza,Tue,19,6,3.9,1239,38,Card,4.0,60.0,No,206.5
585,ORD10313,Bangalore,Burger,Sat,23,1,3.7,279,22,UPI,5.0,0.0,No,279.0
586,ORD10138,Hyderabad,Biryani,Sat,20,8,,2354,33,UPI,4.0,25.0,No,294.25
587,ORD10487,Pune,Burger,Thu,23,4,2.9,704,17,UPI,3.0,40.0,No,176.0
588,ORD10276,Bangalore,South Indian,Fri,22,3,1.3,351,17,UPI,5.0,25.0,No,117.0
589,ORD10396,Delhi,Burger,Sat,21,3,11.1,681,42,Cash,3.0,15.0,Yes,227.0
590,ORD10130,Bangalore,Pizza,Fri,17,2,4.3,419,36,UPI,4.0,35.0,No,209.5
591,ORD10215,Pune,Biryani,Mon,22,2,3.3,535,21,UPI,5.0,35.0,No,267.5
592,ORD10275,Mumbai,Biryani,Fri,19,2,4.4,583,33,Card,3.0,0.0,No,291.5
593,ORD10013,Bangalore,Biryani,Sat,21,1,1.7,405,28,UPI,4.0,35.0,No,405.0
594,ORD10235,Bangalore,Desserts,Mon,13,3,1.5,483,24,Card,,20.0,No,161.0
595,ORD10478,Hyderabad,Chinese,Mon,20,5,4.3,903,22,UPI,,0.0,No,180.6
596,ORD10473,Pune,Biryani,Tue,0,3,6.5,817,29,Card,,20.0,No,272.33
597,ORD10188,Pune,South Indian,Sun,22,2,1.5,324,28,Cash,4.0,5.0,No,162.0
598,ORD10239,Mumbai,Burger,Sat,21,1,3.1,268,33,Cash,4.0,25.0,No,268.0
599,ORD10418,Bangalore,Biryani,Mon,20,3,2.4,860,21,UPI,4.0,50.0,No,286.67
600,ORD10348,Pune,Chinese,Tue,2,2,2.2,526,15,UPI,3.0,40.0,No,263.0
601,ORD10242,Hyderabad,Biryani,Fri,14,2,4.3,510,26,Card,4.0,0.0,No,255.0
602,ORD10297,Pune,Desserts,Sun,12,5,3.3,789,20,Card,3.0,40.0,No,157.8
603,ORD10572,Hyderabad,Desserts,Sat,13,2,2.0,392,13,UPI,5.0,45.0,No,196.0
604,ORD10437,Delhi,Biryani,Tue,21,1,11.3,280,41,Cash,3.0,5.0,Yes,280.0
605,ORD10535,Delhi,Chinese,Sun,21,1,8.5,271,48,Cash,4.0,0.0,Yes,271.0
606,ORD10578,Pune,Biryani,Fri,2,1,7.1,255,37,UPI,5.0,35.0,No,255.0
607,ORD10126,Pune,Chinese,Sat,21,8,4.4,1518,21,UPI,,30.0,No,189.75
608,ORD10057,Bangalore,Pizza,Sun,21,2,3.7,594,29,Card,5.0,0.0,No,297.0
609,ORD10502,Mumbai,Desserts,Sat,21,3,4.4,457,34,Card,4.0,30.0,No,152.33
610,ORD10349,Pune,Desserts,Sun,12,2,7.9,459,47,UPI,3.0,0.0,Yes,229.5
611,ORD10383,Bangalore,Pizza,Fri,19,2,2.7,437,31,Cash,3.0,40.0,No,218.5
